# Passage coverage: every paragraph of the Jowett dialogue in PG #1600 (TXT form; the HTML is identical except that it prints -- as an em-dash).
# source_index 0 = "Concerning the things..."; PERSONS OF THE DIALOGUE and SCENE lines are dialogue front matter, not reading text (see COVERAGE.md).
# Section labels are descriptive navigation aids for this record, not Plato's divisions and not the reader's chapter titles.
source_index	section	sha256_txt	sha256_html	words	baseline_coordinates	candidate_coordinates	status	opening
83	Applause; Socrates's response; Phaedrus grants the questions	1f02e05b72e8823f3cebc4296dbb6f17b0b2ede53c57cfb835ebfb0f79c5d5c7	29a8ef9569c774ce8f65c26910929c6b793bb9d4e0f0c4572b6d3d1633e384ae	489	6.9,6.10	6.9,6.10	present verbatim, split into 2 reader paragraphs at sentence ends (baseline structure kept)	Why, my dear friend, said Socrates, must not I or any one be in a stra
84	Applause; Socrates's response; Phaedrus grants the questions	7d95d765af7baca4a92fb62d3fd89d97e574c90d8a78e953d1215aa0d7f180c3	7d95d765af7baca4a92fb62d3fd89d97e574c90d8a78e953d1215aa0d7f180c3	47	6.11	6.11	present verbatim	Aristodemus said that Phaedrus and the company bid him speak in any ma
85	Applause; Socrates's response; Phaedrus grants the questions	45eaea0162da6691ef0fc802e1c788c331cace4743985ba0848e03859a5fa062	18c908e9d167b225864f974913fc5c5948867e1c84918e462b26aac15ce0dac2	14	6.12	6.12	present verbatim	I grant the permission, said Phaedrus: put your questions. Socrates th
86	Socrates questions Agathon	aa8eb9bd01bb9518a68ebeec17a3ea87b295f8f735c453adb3ed7d7c2cbb0c95	d00aa902fc351056642fdde018321e8917328149c9b1f7aa7d8e3a6b40931846	134	7.0	7.0	present verbatim	In the magnificent oration which you have just uttered, I think that y
87	Socrates questions Agathon	44160b1b36cdf1466a8e42dccc129a2ecddb731a86d3522347ae394d5aca7ea0	44160b1b36cdf1466a8e42dccc129a2ecddb731a86d3522347ae394d5aca7ea0	4	7.1	7.1	present verbatim	Very true, said Agathon.
88	Socrates questions Agathon	4c528ec47f6044af2b362425673d9fead28341fa8a7cb2b0afcef75c41d039c9	4c528ec47f6044af2b362425673d9fead28341fa8a7cb2b0afcef75c41d039c9	9	7.2	7.2	present verbatim	And you would say the same of a mother?
89	Socrates questions Agathon	6b5a1129691460287643e395ef49965747b5dc078289a37e1cf96392f53a99bc	6b5a1129691460287643e395ef49965747b5dc078289a37e1cf96392f53a99bc	2	7.3	7.3	present verbatim	He assented.
90	Socrates questions Agathon	74a7ecac274859127673f552b2e2eb088819ae289271cf5a155570edb6e61503	74a7ecac274859127673f552b2e2eb088819ae289271cf5a155570edb6e61503	27	7.4	7.4	present verbatim	Yet let me ask you one more question in order to illustrate my meaning
91	Socrates questions Agathon	a4e50605f114c87600ad9c21d1fd87dee8812e5db324cff6deb00e2cf64c8478	a4e50605f114c87600ad9c21d1fd87dee8812e5db324cff6deb00e2cf64c8478	3	7.5	7.5	present verbatim	Certainly, he replied.
92	Socrates questions Agathon	3534db0d25c9c3e981d1da6475b9784ecb4e87f101a4036f134a68a4989f90ae	3534db0d25c9c3e981d1da6475b9784ecb4e87f101a4036f134a68a4989f90ae	7	7.6	7.6	present verbatim	That is, of a brother or sister?
93	Socrates questions Agathon	d3d15ebb5f65607478c4e1706c2393ad380cd963b197a119021775d8401adeab	d3d15ebb5f65607478c4e1706c2393ad380cd963b197a119021775d8401adeab	3	7.7	7.7	present verbatim	Yes, he said.
94	Socrates questions Agathon	4ea5bb69312d53a494d463a7259c82439c12f2cac3003f3dc856b7e2d9e995dd	767c8132009fff39cdb0d6f405d9cecad32e691d9aa1edee83c9eca52e2c8cf8	15	7.8	7.8	present verbatim	And now, said Socrates, I will ask about Love:--Is Love of something o
95	Socrates questions Agathon	cf31f446b26273f4bf46299219bc1bfeb92959572a08258168cdb5b5085b3588	cf31f446b26273f4bf46299219bc1bfeb92959572a08258168cdb5b5085b3588	5	7.9	7.9	present verbatim	Of something, surely, he replied.
96	Socrates questions Agathon	baf886eca1bdd308a7241f2b2fb0a6a66b6d9afebfc236298ed367188efd62d9	eccdacce9076d655fad918adb306e9610a425b1899aa5af23e9b3bc2a6ee04a9	21	7.10	7.10	present verbatim	Keep in mind what this is, and tell me what I want to know--whether Lo
97	Socrates questions Agathon	1fd71cbcfc1877a45e5431fbac776c28f60e08217023d21131e4832d03814059	1fd71cbcfc1877a45e5431fbac776c28f60e08217023d21131e4832d03814059	2	7.11	7.11	present verbatim	Yes, surely.
98	Socrates questions Agathon	bc61c8cea5a0486545acf9d0eebbd32e51e085eb9335f2776a521a58e9ddfd89	bc61c8cea5a0486545acf9d0eebbd32e51e085eb9335f2776a521a58e9ddfd89	15	7.12	7.12	present verbatim	And does he possess, or does he not possess, that which he loves and d
99	Socrates questions Agathon	affa261b53a4665cebaafb48c7adfb5e8eca763648d444f0c89d5437ee5bba96	affa261b53a4665cebaafb48c7adfb5e8eca763648d444f0c89d5437ee5bba96	5	7.13	7.13	present verbatim	Probably not, I should say.
100	Socrates questions Agathon	30dd602e041a57029830a8420381456f6f35053eadd4bbbcebf766659a167ab4	30dd602e041a57029830a8420381456f6f35053eadd4bbbcebf766659a167ab4	51	7.14	7.14	present verbatim	Nay, replied Socrates, I would have you consider whether 'necessarily'
101	Socrates questions Agathon	1f2bb980c2b7e2d002c9cec7c6c639c818f096dd2af895ef15679e7ff57731f5	1f2bb980c2b7e2d002c9cec7c6c639c818f096dd2af895ef15679e7ff57731f5	6	7.15	7.15	present verbatim	I agree with you, said Agathon.
102	Socrates questions Agathon	db850c947c8536a50872e672dff5a0e9a1ecafebe9ecc0219c4f93694fb2e5d1	db850c947c8536a50872e672dff5a0e9a1ecafebe9ecc0219c4f93694fb2e5d1	20	7.16	7.16	present verbatim	Very good. Would he who is great, desire to be great, or he who is str
103	Socrates questions Agathon	74a2beabfa5fa9014a7593514f66658ab5bbf9a2365f8460729dff22fc78fe5e	74a2beabfa5fa9014a7593514f66658ab5bbf9a2365f8460729dff22fc78fe5e	8	7.17	7.17	present verbatim	That would be inconsistent with our previous admissions.
104	Socrates questions Agathon	25c82e8077f8fe0cbf4e77a90d3494bfd3a281a0c472ba5df7d30e36d0db9702	25c82e8077f8fe0cbf4e77a90d3494bfd3a281a0c472ba5df7d30e36d0db9702	14	7.18	7.18	present verbatim	True. For he who is anything cannot want to be that which he is?
105	Socrates questions Agathon	6336dbe9d13f44c350c94dddabddaf27cf78e6112158884dcc19ed26da1c33e8	6336dbe9d13f44c350c94dddabddaf27cf78e6112158884dcc19ed26da1c33e8	2	7.19	7.19	present verbatim	Very true.
106	Socrates questions Agathon	fbb69d82188aeda3f97ae968a1f94493a44cfa8c4414a7a5d6f99addebc96697	b1e182cd53b78faf7f81b758b4ca63152a3ef9713af7e1c85ab4dd92d8bed8d1	184	7.20	7.20	present verbatim	And yet, added Socrates, if a man being strong desired to be strong, o
107	Socrates questions Agathon	401997db1fdc6de867bcd2154732af219599d3262ef13ec806f94657459cc1df	401997db1fdc6de867bcd2154732af219599d3262ef13ec806f94657459cc1df	4	7.21	7.21	present verbatim	He must, replied Agathon.
108	Socrates questions Agathon	b050b71b88cbaeab4bf0a894598ce83a084e69d23ae031d0057be340213fcc0e	b050b71b88cbaeab4bf0a894598ce83a084e69d23ae031d0057be340213fcc0e	41	7.22	7.22	present verbatim	Then, said Socrates, he desires that what he has at present may be pre
109	Socrates questions Agathon	1edb5d0b955268439476fdd08f4fdc27b46f0040ea7e927c5ffa24cc40ed5cf0	1edb5d0b955268439476fdd08f4fdc27b46f0040ea7e927c5ffa24cc40ed5cf0	4	7.23	7.23	present verbatim	Very true, he said.
110	Socrates questions Agathon	b4d53a62f0b32a9f55b959efddc50452d61c8d1d3e7f838e3eaeceeb7a9dc24b	af5668c5f757345eac18845299184c2b60d8241aa35eb6c5217b3f7f5e4bfeea	46	7.24	7.24	present verbatim	Then he and every one who desires, desires that which he has not alrea
111	Socrates questions Agathon	1edb5d0b955268439476fdd08f4fdc27b46f0040ea7e927c5ffa24cc40ed5cf0	1edb5d0b955268439476fdd08f4fdc27b46f0040ea7e927c5ffa24cc40ed5cf0	4	7.25	7.25	present verbatim	Very true, he said.
112	Socrates questions Agathon	68f8bb29f37edaf44066e105480c796b6db35d52f8f6b195d79cfbbad3b22585	68f8bb29f37edaf44066e105480c796b6db35d52f8f6b195d79cfbbad3b22585	25	7.26	7.26	present verbatim	Then now, said Socrates, let us recapitulate the argument. First, is n
113	Socrates questions Agathon	1fb5f2ff61c3dc4bfc7472e89948367d753c00c9fd120db33eba0ba15250a5ef	1fb5f2ff61c3dc4bfc7472e89948367d753c00c9fd120db33eba0ba15250a5ef	3	7.27	7.27	present verbatim	Yes, he replied.
114	Socrates questions Agathon	77c91d542e0987433d3ecf2151175bb00123bb3fc7a3465ae4af00bad09e521a	0b6cd007387428e596e810ebc60115e016fbde353ccd23f469c351ac5d1accd6	50	7.28	7.28	present verbatim	Remember further what you said in your speech, or if you do not rememb
115	Socrates questions Agathon	6faa166cbf4049efc8e624e1d3bcd8ebaf88389d8a6732c86ae1bea0964eb31d	6faa166cbf4049efc8e624e1d3bcd8ebaf88389d8a6732c86ae1bea0964eb31d	3	7.29	7.29	present verbatim	Yes, said Agathon.
116	Socrates questions Agathon	94e16737bc023a3669d14dded79bbc221720ecf7d8c89620b021a0faeb8d0083	94e16737bc023a3669d14dded79bbc221720ecf7d8c89620b021a0faeb8d0083	25	7.30	7.30	present verbatim	Yes, my friend, and the remark was a just one. And if this is true, Lo
117	Socrates questions Agathon	6b5a1129691460287643e395ef49965747b5dc078289a37e1cf96392f53a99bc	6b5a1129691460287643e395ef49965747b5dc078289a37e1cf96392f53a99bc	2	7.31	7.31	present verbatim	He assented.
118	Socrates questions Agathon	d344b2da556db16b3ee3c842a0e457ac36aa20bbcdfdf2de60daaaa4f53405f2	d344b2da556db16b3ee3c842a0e457ac36aa20bbcdfdf2de60daaaa4f53405f2	19	7.32	7.32	present verbatim	And the admission has been already made that Love is of something whic
119	Socrates questions Agathon	fecbc2a267483b842b84360189e9fc5184e0017bb989cd6e12705003cb44aeba	fecbc2a267483b842b84360189e9fc5184e0017bb989cd6e12705003cb44aeba	3	7.33	7.33	present verbatim	True, he said.
120	Socrates questions Agathon	12ec12f77ae178a30df4fb47446e547602a0e9ed1508ef8758634f77cd8e07a9	12ec12f77ae178a30df4fb47446e547602a0e9ed1508ef8758634f77cd8e07a9	7	7.34	7.34	present verbatim	Then Love wants and has not beauty?
121	Socrates questions Agathon	a4e50605f114c87600ad9c21d1fd87dee8812e5db324cff6deb00e2cf64c8478	a4e50605f114c87600ad9c21d1fd87dee8812e5db324cff6deb00e2cf64c8478	3	7.35	7.35	present verbatim	Certainly, he replied.
122	Socrates questions Agathon	a2ce5a4435ec1b28611d747e1324daece0fa65420e26940d6d52789837dc0efc	a2ce5a4435ec1b28611d747e1324daece0fa65420e26940d6d52789837dc0efc	13	7.36	7.36	present verbatim	And would you call that beautiful which wants and does not possess bea
123	Socrates questions Agathon	52ad61598f19718c49ab7b0951d95bf9e3296810e056ce0c7bf0a1cc073636ce	52ad61598f19718c49ab7b0951d95bf9e3296810e056ce0c7bf0a1cc073636ce	2	7.37	7.37	present verbatim	Certainly not.
124	Socrates questions Agathon	b911753455337b412cc3df4ce3f4e7c4c9b4b59c531dc7f393dcf81a721fe5bd	b911753455337b412cc3df4ce3f4e7c4c9b4b59c531dc7f393dcf81a721fe5bd	9	7.38	7.38	present verbatim	Then would you still say that love is beautiful?
125	Socrates questions Agathon	5fe3facdb013514f31dbf9c681484233a648dacd17e4bd4bd75877dfd8370e1a	5fe3facdb013514f31dbf9c681484233a648dacd17e4bd4bd75877dfd8370e1a	13	7.39	7.39	present verbatim	Agathon replied: I fear that I did not understand what I was saying.
126	Socrates questions Agathon	ba0c7ee333052f0696f615d03481753450aeb2c6db4ed0f48bc376896ade9b10	e1e5726a3734273c02ede43273b66fdd6ed6850dea709763cca43ca1a7c15ec8	27	7.40	7.40	present verbatim	You made a very good speech, Agathon, replied Socrates; but there is y
127	Socrates questions Agathon	5f9a2b795615ba6a3d5455fd5624d773fbca5bcd16249c421fd37411dc9837da	5f9a2b795615ba6a3d5455fd5624d773fbca5bcd16249c421fd37411dc9837da	1	7.41	7.41	present verbatim	Yes.
128	Socrates questions Agathon	f8621b384bf65f0b17e425487cbce3abf406bb2c2648822437126e0ed0ef4e06	f8621b384bf65f0b17e425487cbce3abf406bb2c2648822437126e0ed0ef4e06	10	7.42	7.42	present verbatim	Then in wanting the beautiful, love wants also the good?
129	Socrates questions Agathon	6998d433cc33e78707e28b112d5af0efa827c98444b913e229706cd551e8b8b8	0a69f723511fd7baa6b80fcf9c7a47a23d4aca887935fb20c9e7c18faa589dc6	15	7.43	7.43	present verbatim	I cannot refute you, Socrates, said Agathon:--Let us assume that what 
130	Socrates questions Agathon	9cdaadb041eeca98bae1aed7d0da711b52d0983e13a200644e23606bd67d1b94	9cdaadb041eeca98bae1aed7d0da711b52d0983e13a200644e23606bd67d1b94	15	7.44	7.44	present verbatim	Say rather, beloved Agathon, that you cannot refute the truth; for Soc
131	Socrates reports Diotima's teaching	5cb7689451861496df544b75c851d0b48c6de220a06b6342ca925c52e3fbd9c6	9cdbf0572e80272e866eec6b06ace28642baef188e405c78b912187b52064035	527	7.45,7.46	7.45,7.46	present verbatim, split into 2 reader paragraphs at sentence ends (baseline structure kept)	And now, taking my leave of you, I would rehearse a tale of love which
132	Socrates reports Diotima's teaching	8cbfff4340c80f04f3f986e5a43567d103fd6eeb52aa6e380549656474d8e941	8cbfff4340c80f04f3f986e5a43567d103fd6eeb52aa6e380549656474d8e941	806	7.47,7.48,7.49	7.47,7.48,7.49	present verbatim, split into 3 reader paragraphs at sentence ends (baseline structure kept)	'What then is Love?' I asked; 'Is he mortal?' 'No.' 'What then?' 'As i
133	Socrates reports Diotima's teaching	320f16f2f3c0fc4991d4f66da7fd5d4cc3708a0abf05904e367d400fb28409e8	03aab26467bde48e4c0261538d976cc3533c43ce51cb5220680d5ed164c49c36	702	7.50,7.51,7.52	7.50,7.51,7.52	present verbatim, split into 3 reader paragraphs at sentence ends (baseline structure kept)	I said, 'O thou stranger woman, thou sayest well; but, assuming Love t
134	Socrates reports Diotima's teaching	309147e0da58ceba39e20452cb8b535c3c6d434855c0868e6d4a51e67c5845b6	83af50be2f04f9ed1628598b9d5bb81ea4f0695e708886e8ea400842516da474	388	7.53,7.54	7.53,7.54	present verbatim, split into 2 reader paragraphs at sentence ends (baseline structure kept)	'Then if this be the nature of love, can you tell me further,' she sai
135	Socrates reports Diotima's teaching	e5b8bcb96238e1c2d9ebe237ee8e1f8fc55e19d75c4098614cbbacd8b95416a4	c4adf972e3c890beafc7671e1930566e37bd9dc7b70a7f4a7b879a4dd933e093	539	7.55,7.56,7.57	7.55,7.56,7.57	present verbatim, split into 3 reader paragraphs at sentence ends (baseline structure kept)	All this she taught me at various times when she spoke of love. And I 
136	Socrates reports Diotima's teaching	53244ce7311240b94841fc8e14b4bb7ddb3fa5006158c71e77a25429fb3b4772	af64c5ae71a358c72e270290048820eaa632a4a5f5049bccb3cb9327e2db9cc1	193	7.58	7.58	present verbatim	I was astonished at her words, and said: 'Is this really true, O thou 
137	Socrates reports Diotima's teaching	f516164d256c0092bf1f833afdf7434db06c63110aeb8b6901f946cc04a73557	c74de2cfd2bdf908497bc9a76081388de006fb95d0754a173e58a3eb322b60da	446	7.59,7.60,7.61	7.59,7.60,7.61	present verbatim, split into 3 reader paragraphs at sentence ends (baseline structure kept)	'Those who are pregnant in the body only, betake themselves to women a
138	Socrates reports Diotima's teaching	e2b6eada8ef6928cbd768033594e40e525acfd2aed4814c6f38553ff44a1eb2c	63bcbed8a6460da59710eaf5e1c8b45502b17dd3c4ccef553104b2eeba34ffe7	388	7.62,7.63	7.62,7.63	present verbatim, split into 2 reader paragraphs at sentence ends (baseline structure kept)	'These are the lesser mysteries of love, into which even you, Socrates
139	Socrates reports Diotima's teaching	ac75439a6d49476f6a0ac10703167f953a17ee06ed606b0b134a326f33ddee65	8e0819d60e2110aa5e4fc20a01ef918164306a1d9b447d2fcd6ffe5e166acb49	504	7.64,7.65,7.66	7.64,7.65,7.66	present verbatim, split into 3 reader paragraphs at sentence ends (baseline structure kept)	'He who has been instructed thus far in the things of love, and who ha
140	Socrates concludes	270e1c625b1a7d7bc68a223ee179c7602af3f5a9b6ca8c16019fd080387efb46	f140566eb9d32a19e2fb510a15e55e2cb51251cb5d06652a434218464ee5c572	99	7.67	7.67	present verbatim	Such, Phaedrus--and I speak not only to you, but to all of you--were t
141	Socrates concludes	d5f931b3a4383f80e7152ba3b9d1ec673c2b1146671cc4baf1220357cab63fd1	d5f931b3a4383f80e7152ba3b9d1ec673c2b1146671cc4baf1220357cab63fd1	20	7.68	7.68	present verbatim	The words which I have spoken, you, Phaedrus, may call an encomium of 
142	Alcibiades arrives; prelude to his speech	6549405e3d8e82c96bf8251e5370dae85c1dce2e85692712e229d1be2c56b856	6549405e3d8e82c96bf8251e5370dae85c1dce2e85692712e229d1be2c56b856	288	7.69,7.70	8.0,8.1	present verbatim, split into 2 reader paragraphs at sentence ends (baseline structure kept)	When Socrates had done speaking, the company applauded, and Aristophan
143	Alcibiades arrives; prelude to his speech	43831b2873ff16c1cfffbed284248de0100698e93ee268e6cc4481c3df9ca0e5	43831b2873ff16c1cfffbed284248de0100698e93ee268e6cc4481c3df9ca0e5	106	7.71	8.2	present verbatim	The company were vociferous in begging that he would take his place am
144	Alcibiades arrives; prelude to his speech	e292cdb1d99233a2498ba22fcd25222e96be36ee767649ad4ba4c19867303606	e292cdb1d99233a2498ba22fcd25222e96be36ee767649ad4ba4c19867303606	98	7.72	8.3	present verbatim	By all means; but who makes the third partner in our revels? said Alci
145	Alcibiades arrives; prelude to his speech	ce19488189bd182fc5edecc15356e4303f180a60666859e8d7692077db673ca6	ce19488189bd182fc5edecc15356e4303f180a60666859e8d7692077db673ca6	116	7.73	8.4	present verbatim	Socrates turned to Agathon and said: I must ask you to protect me, Aga
146	Alcibiades arrives; prelude to his speech	71e4082326fd7cfdbc4e1aaf43e0a28db92c7718129eb68901da9cd73bec05c1	bd9c817f9ff2b5b22279b9a3291e2e63b08e093384c7e5316ff21f785727b7a4	93	7.74	8.5	present verbatim	There can never be reconciliation between you and me, said Alcibiades;
147	Alcibiades arrives; prelude to his speech	a5421b2483f4561d169ba89626bd1ab917f5642e6225be9da8128f9afcf88a64	c69927f366b3bed99e9c27439c03a56fec373229b0fe0e40ece505a07adb7fa0	131	7.75	8.6	present verbatim	Then he said: You seem, my friends, to be sober, which is a thing not 
148	Alcibiades arrives; prelude to his speech	119b5f0974cf37b7da4a65d18b9af919a3c7554edccfebe6e7110d6ec6a47407	119b5f0974cf37b7da4a65d18b9af919a3c7554edccfebe6e7110d6ec6a47407	26	7.76	8.7	present verbatim	Eryximachus said: What is this, Alcibiades? Are we to have neither con
149	Alcibiades arrives; prelude to his speech	2aa3485a66cc4e974ff548be1f9ed2f839528fd60144a61af154c9d0d4283d4e	2aa3485a66cc4e974ff548be1f9ed2f839528fd60144a61af154c9d0d4283d4e	12	7.77	8.8	present verbatim	Alcibiades replied: Hail, worthy son of a most wise and worthy sire!
150	Alcibiades arrives; prelude to his speech	82a53ca54a8d7ed9126237db396851b5fd6934703b80310aa3964cf03f9a628a	82a53ca54a8d7ed9126237db396851b5fd6934703b80310aa3964cf03f9a628a	11	7.78	8.9	present verbatim	The same to you, said Eryximachus; but what shall we do?
151	Alcibiades arrives; prelude to his speech	ac4f4809346adf77a4e92d9e46fe16650c1ef84efc1a99fe55fb63c39bc8975a	ac4f4809346adf77a4e92d9e46fe16650c1ef84efc1a99fe55fb63c39bc8975a	7	7.79	8.10	present verbatim	That I leave to you, said Alcibiades.
152	Alcibiades arrives; prelude to his speech	2dfcb645b6b427b6db9f7fe28c1a9b8f10d54bad0ded08c8b2aa9a1f3baa7baf	2dfcb645b6b427b6db9f7fe28c1a9b8f10d54bad0ded08c8b2aa9a1f3baa7baf	12	7.80	8.11	present verbatim	'The wise physician skilled our wounds to heal (from Pope's Homer, Il.
153	Alcibiades arrives; prelude to his speech	11521bfa4e15c338d22a187ae8e032dc94b7468af67601f06c2088780b7169ed	11521bfa4e15c338d22a187ae8e032dc94b7468af67601f06c2088780b7169ed	10	7.81	8.12	present verbatim	shall prescribe and we will obey. What do you want?
154	Alcibiades arrives; prelude to his speech	190e2b27f48409fe515e686f951da884ff19952eb993ec812311cc51f48f68ae	190e2b27f48409fe515e686f951da884ff19952eb993ec812311cc51f48f68ae	83	7.82	8.13	present verbatim	Well, said Eryximachus, before you appeared we had passed a resolution
155	Alcibiades arrives; prelude to his speech	67d82b45182009873519c8238a4a28fe96d223c826b2095ef681fe81a01ce7fb	67d82b45182009873519c8238a4a28fe96d223c826b2095ef681fe81a01ce7fb	77	7.83	8.14	present verbatim	That is good, Eryximachus, said Alcibiades; and yet the comparison of 
156	Alcibiades arrives; prelude to his speech	c89f0768fd8d64358980d49adcaecb9702b9ba6561bb2faf7202d7caecb9bca8	c89f0768fd8d64358980d49adcaecb9702b9ba6561bb2faf7202d7caecb9bca8	4	7.84	8.15	present verbatim	For shame, said Socrates.
157	Alcibiades arrives; prelude to his speech	e521707e28f503e76f27d393a4599bd0144134afcc93cc972983310af25da9d2	e521707e28f503e76f27d393a4599bd0144134afcc93cc972983310af25da9d2	23	7.85	8.16	present verbatim	Hold your tongue, said Alcibiades, for by Poseidon, there is no one el
158	Alcibiades arrives; prelude to his speech	90167d90c2f917e3145d51c293498eef35d62cee400aa517ff54912e36dd2737	90167d90c2f917e3145d51c293498eef35d62cee400aa517ff54912e36dd2737	9	7.86	8.17	present verbatim	Well then, said Eryximachus, if you like praise Socrates.
159	Alcibiades arrives; prelude to his speech	9bf9beb1905cb029f6d5e52673e270099473ec273bc005f66071fea8b347b618	9bf9beb1905cb029f6d5e52673e270099473ec273bc005f66071fea8b347b618	18	7.87	8.18	present verbatim	What do you think, Eryximachus? said Alcibiades: shall I attack him an
160	Alcibiades arrives; prelude to his speech	5f6c4719eec26cbf27c1d46ea2b86fa158eec95bfed4afe5f419d5be042704d4	5f6c4719eec26cbf27c1d46ea2b86fa158eec95bfed4afe5f419d5be042704d4	23	7.88	8.19	present verbatim	What are you about? said Socrates; are you going to raise a laugh at m
161	Alcibiades arrives; prelude to his speech	245425966efb671af8f2640e76e6a6446e72c0c0f859c09db7ac5eb8561a2d02	245425966efb671af8f2640e76e6a6446e72c0c0f859c09db7ac5eb8561a2d02	12	7.89	8.20	present verbatim	I am going to speak the truth, if you will permit me.
162	Alcibiades arrives; prelude to his speech	8f2273fce7bd7fc379636d5a0ed1d45137dde6ac4d21a9e67189ed69164678f7	8f2273fce7bd7fc379636d5a0ed1d45137dde6ac4d21a9e67189ed69164678f7	11	7.90	8.21	present verbatim	I not only permit, but exhort you to speak the truth.
163	Alcibiades arrives; prelude to his speech	bad0470572ef6ce9e7e5c8fdd4c0802225fda5e0529af74c9b673ecd6bcd4f8a	bad0470572ef6ce9e7e5c8fdd4c0802225fda5e0529af74c9b673ecd6bcd4f8a	77	7.91	8.22	present verbatim	Then I will begin at once, said Alcibiades, and if I say anything whic
164	Alcibiades's speech in praise of Socrates	eed46d2d8d8d3ef92e42b286ec26197ad738dd1288e8ee958b6f23044b00d605	6eec16c4230eb00495039f62c5d7b72fa2ef50efc66b88d3c1185550967b77e5	660	7.92,7.93,7.94	8.23,8.24,8.25	present verbatim, split into 3 reader paragraphs at sentence ends (baseline structure kept)	And now, my boys, I shall praise Socrates in a figure which will appea
165	Alcibiades's speech in praise of Socrates	4f616f830bd50b87c7c3e01071d7f8e7ba113c48db5afc444067efb6c8632bb3	39cc8aef5cfefabcfb6626aff6e39ef5f98b40a3158b571106d46e8b983cd3b1	828	7.95,7.96,7.97	8.26,8.27,8.28	present verbatim, split into 3 reader paragraphs at sentence ends (baseline structure kept)	And this is what I and many others have suffered from the flute-playin
166	Alcibiades's speech in praise of Socrates	20686571f4298c705a70c4e66e8a4673f1c5f48c32242728c3aff8ec28a5dc84	602994579625485d3ddc17cc68412e4cc9931b4d9c64e10e9b4723f51c6a6bbd	534	7.98,7.99	8.29,8.30	present verbatim, split into 2 reader paragraphs at sentence ends (baseline structure kept)	When the lamp was put out and the servants had gone away, I thought th
167	Alcibiades's speech in praise of Socrates	f61c56e6972d4b4a2378e02c5dbbfcbfeeba4b2f657269e0cec25600ba54f0c1	375b5a0375c98f38167f6db8f150b30af9670e9bb27629730b506c5ff436f334	344	7.100,7.101	8.31,8.32	present verbatim, split into 2 reader paragraphs at sentence ends (baseline structure kept)	What do you suppose must have been my feelings, after this rejection, 
168	Alcibiades's speech in praise of Socrates	fb07a09f23f0d2f58d5ef2e86f5184f490c4729f50ebaa3df009b2966d11bc95	fb07a09f23f0d2f58d5ef2e86f5184f490c4729f50ebaa3df009b2966d11bc95	17	7.102	8.33	present verbatim	I have told you one tale, and now I must tell you another, which is wo
169	Alcibiades's speech in praise of Socrates	a918ac58a7b23948ce794e6fb71b68a801cef29d99a98df3bf3a52048256c0dd	a918ac58a7b23948ce794e6fb71b68a801cef29d99a98df3bf3a52048256c0dd	9	7.103	8.34	present verbatim	'Of the doings and sufferings of the enduring man'
170	Alcibiades's speech in praise of Socrates	a4e407e594a072f518e257b6bb9224b1a571e53c33281835a652ebaee24f3884	cb62433141e67a08e2e5437d98caef636b5df950bfa0bd3ba2422b421aa61647	688	7.104,7.105,7.106	8.35,8.36,8.37	present verbatim, split into 3 reader paragraphs at sentence ends (baseline structure kept)	while he was on the expedition. One morning he was thinking about some
171	Alcibiades's speech in praise of Socrates	5fd58243dae8fbd43a5b0f34de3facc9613d78b287a9d490fbe5547a90effec6	0a503b4424068999948a8eac74e3f5d3977d7853f1d580599ba765c71405c052	90	7.107	8.38	present verbatim	This, friends, is my praise of Socrates. I have added my blame of him 
172	Aftermath: Alcibiades, Socrates and Agathon	d0bf31ae5418b812bc606f5c91dc09806625c75b4a9c634019c7273e05c2c835	d0bf31ae5418b812bc606f5c91dc09806625c75b4a9c634019c7273e05c2c835	124	7.108	8.39	present verbatim	When Alcibiades had finished, there was a laugh at his outspokenness; 
173	Aftermath: Alcibiades, Socrates and Agathon	eeac3cf2710ffcaea70ee2b23c23141ec629c2f254d4749d7135eb4238361d7a	eeac3cf2710ffcaea70ee2b23c23141ec629c2f254d4749d7135eb4238361d7a	48	7.109	8.40	present verbatim	I believe you are right, said Agathon, and I am disposed to think that
174	Aftermath: Alcibiades, Socrates and Agathon	5283cb903564326127ef4ff29da3e5dfd8ff3237f6805782b4c2131a57b70187	5283cb903564326127ef4ff29da3e5dfd8ff3237f6805782b4c2131a57b70187	16	7.110	8.41	present verbatim	Yes, yes, replied Socrates, by all means come here and lie on the couc
175	Aftermath: Alcibiades, Socrates and Agathon	980f56fdeafe7248f1614350cc069c283b453d50100f1169b1434e0ecd1d4146	980f56fdeafe7248f1614350cc069c283b453d50100f1169b1434e0ecd1d4146	32	7.111	8.42	present verbatim	Alas, said Alcibiades, how I am fooled by this man; he is determined t
176	Aftermath: Alcibiades, Socrates and Agathon	c1bc03cee431d192b49971527a1c363222307fc0f75cfffb997acea03d8ed10b	c1bc03cee431d192b49971527a1c363222307fc0f75cfffb997acea03d8ed10b	62	7.112	8.43	present verbatim	Certainly not, said Socrates, as you praised me, and I in turn ought t
177	Aftermath: Alcibiades, Socrates and Agathon	30316c47498a92a76ec3e7289dee524882c6df6ac629a0945c5755e9c5469a4c	30316c47498a92a76ec3e7289dee524882c6df6ac629a0945c5755e9c5469a4c	14	7.113	8.44	present verbatim	Hurrah! cried Agathon, I will rise instantly, that I may be praised by
